,hotel_name,hotel_review,tokened_review,cleaned_review
470,호텔 빠레브 호텔,"좋았던 점
 · 와 가성비 짱이예요 다음에 오면. 무조건 다시숙박할예정
아쉬웠던 점
 · 뷰??","['오다', '가성', '이예', '오다', '무조건', '숙박', '예정']",오다 가성 이예 오다 무조건 숙박 예정
471,호텔 빠레브 호텔,"좋았던 점
 · 주변에음식점많음.. ㅋㅋ
아쉬웠던 점
 · 주차공간이협소? 카니발주차하면주차선에꽉참ㅋㅋ","['주변', '음식점', '많다', '주차공간', '협소', '카니발', '주차', '차선', '꽉차다']",주변 음식점 많다 주차공간 협소 카니발 주차 차선 꽉차다
472,호텔 빠레브 호텔,"좋았던 점
 · 식사우수","['식사', '우수']",식사 우수
473,호텔 빠레브 호텔,"좋았던 점
 · 위치도 좋고 직원들이 친절했습니다👍
아쉬웠던 점
 · 시설 점검을 미리 해 주었으면 합니다.","['위치', '직원', '친절하다', '시설', '점검', '미리', '주다']",위치 직원 친절하다 시설 점검 미리 주다
474,호텔 빠레브 호텔,"좋았던 점
 · 숙소가 가격 대비 양호","['숙소', '가격', '대비', '양호']",숙소 가격 대비 양호
475,호텔 빠레브 호텔,"좋았던 점
 · 4성급에 맞는 한정식과 간단한 아메리카 조식이 있어서 좋았어요.
바다 전망이었는데 아침에 일출을 제대로 볼 수 있어서 좋았고요.
룸컨디션 및 룸 크기가 아주 만족합니다.
호텔 근처에 백반집이 있는데, 가격대비 추천입니다.
아쉬웠던 점
 · 없음.","['맞다', '한정식', '간단하다', '아메리카', '조식', '바다', '전망', '아침', '일출', '제대로', '컨디션', '크기', '아주', '만족하다', '근처', '가격', '대비', '추천']",맞다 한정식 간단하다 아메리카 조식 바다 전망 아침 일출 제대로 컨디션 크기 아주 만족하다 근처 가격 대비 추천
476,호텔 빠레브 호텔,"좋았던 점
 · 깨끗하고 호텔이여서 좋았어요~ 
제일중요한 가격이 저렴해서 더더욱 좋았습니다~","['깨끗하다', '제일', '중요하다', '가격', '저렴하다', '더욱']",깨끗하다 제일 중요하다 가격 저렴하다 더욱
477,호텔 빠레브 호텔,"좋았던 점
 · 깔끔하고 좋네요
안락하고
아쉬웠던 점
 · 바다가 조금 머네요","['깔끔하다', '안락하다', '바다']",깔끔하다 안락하다 바다
478,호텔 빠레브 호텔,"좋았던 점
 · 깨끗하고 직원모두 친절해서 좋았음
아쉬웠던 점
 · 휴대폰 충전기가 없었던점","['깨끗하다', '직원', '친절하다', '휴대폰', '충전기']",깨끗하다 직원 친절하다 휴대폰 충전기
479,호텔 빠레브 호텔,"좋았던 점
 · 룸이 쾌적했다
아쉬웠던 점
 · 조식이 좀더 보강되면 좋겠다","['쾌적하다', '조식', '좀더', '보강']",쾌적하다 조식 좀더 보강
480,호텔 빠레브 호텔,"좋았던 점
 · 여행 중 서귀포에서 1박할 호텔 찾다가 평점이 좋아서 예약했는데 가성비 매우 좋습니다. 저렴하게 1박했네요~ 룸 컨디션도 깨끗했고 있을건 다 있습니다. 조식은 따로 먹어보진 않아서 잘 모르겠네요. 이마트나 맥도날드, 스타벅스 등등 가깝고 근처에 식당도 있어서 좋아요~
아쉬웠던 점
 · 딱히 단점이 없는 호텔이에요.
굳이 찾자면... 서귀포버스터미널에서 10분 이내로 걸어야 하는데. 도보로 이동 가능하지만 살짝 경사가 있는 길이라 짐이 많으신 분들은 조금 힘들 수 있어요. 치약 칫솔 등 일회용품은 무료 제공되지 않으니 본인 쓰실거 챙겨가시거나 아님 프론트에서 유료 구매 가능합니다.","['여행', '서귀포', '박하다', '찾다', '평점', '예약', '가성', '저렴하다', '박하다', '컨디션', '깨끗하다', '조식', '먹다', '자다', '모르다', '이마트', '맥도날드', '스타벅스', '가깝다', '근처', '식당', '딱하다', '단점', '굳이', '찾다', '서귀포', '버스', '터미널', '이내', '걸다', '도보', '이동', '가능하다', '살짝', '경사', '길이', '많다', '힘들다', '치약', '칫솔', '일회용품', '무료', '제공', '본인', '쓸다', '챙기다', '프론트', '유료', '구매', '가능하다']",여행 서귀포 박하다 찾다 평점 예약 가성 저렴하다 박하다 컨디션 깨끗하다 조식 먹다 자다 모르다 이마트 맥도날드 스타벅스 가깝다 근처 식당 딱하다 단점 굳이 찾다 서귀포 버스 터미널 이내 걸다 도보 이동 가능하다 살짝 경사 길이 많다 힘들다 치약 칫솔 일회용품 무료 제공 본인 쓸다 챙기다 프론트 유료 구매 가능하다
481,호텔 빠레브 호텔,"좋았던 점
 · 주변에 상권양호.(식사가능)
전망양호.
깔끔함. 전반적으로 추천함
아쉬웠던 점
 · 피트니스시설이 유료.","['주변', '상권', '양호', '식사', '가능', '전망', '양호', '깔끔하다', '전반', '추천', '피트니스', '시설', '유료']",주변 상권 양호 식사 가능 전망 양호 깔끔하다 전반 추천 피트니스 시설 유료
482,호텔 빠레브 호텔,"좋았던 점
 · 주차를 편하게 했고 호텔앞에 식당이 많아 편했어요.
호텔도 넓고 깔끔했습니다.","['주차', '편하다', '식당', '많다', '편하다', '넓다', '깔끔하다']",주차 편하다 식당 많다 편하다 넓다 깔끔하다
483,호텔 빠레브 호텔,"좋았던 점
 · 숙소 위생이 청결하고 뷰가 좋은 편이었음
아쉬웠던 점
 · 신청사 주변이라 볼거리가 그닥 없음
조식 퀄리티가 가성비 떨어짐","['숙소', '위생', '청결하다', '펴다', '청사', '주변', '볼거리', '그닥', '조식', '퀄리티', '가성', '떨어지다']",숙소 위생 청결하다 펴다 청사 주변 볼거리 그닥 조식 퀄리티 가성 떨어지다
484,호텔 빠레브 호텔,"좋았던 점
 · 직원이 마음에듬
아쉬웠던 점
 · 욕조가있었으면..","['직원', '마음', '욕조']",직원 마음 욕조
485,호텔 빠레브 호텔,"좋았던 점
 · 위치도 좋고 청결하고 직원들도 친절했습니다
아쉬웠던 점
 · 다른건 다 좋았는데 드라이기에 뜨거운 바람이 안나왔어요","['위치', '청결하다', '직원', '친절하다', '다르다', '드라이기', '뜨겁다', '바람', '나오다']",위치 청결하다 직원 친절하다 다르다 드라이기 뜨겁다 바람 나오다
486,호텔 빠레브 호텔,"좋았던 점
 · 조용하고, 깨끗하고, 가격도 합리적이네요.
아쉬웠던 점
 · 바닷가 창이 있는 방이 있다는 걸 미리 알려 주었으면 돈을 더 내더라도 그런 방을 얻었을 텐데, 사전에 알려 주지 않았던 게 아쉽네요.","['조용하다', '깨끗하다', '가격', '합리', '적다', '바닷가', '방이', '미리', '알다', '주다', '그렇다', '얻다', '사전', '알다', '주지']",조용하다 깨끗하다 가격 합리 적다 바닷가 방이 미리 알다 주다 그렇다 얻다 사전 알다 주지
487,호텔 빠레브 호텔,"좋았던 점
 · 빠레브 호텔 스위트오션 넓고 깨끗하고 편안한 잠자리였습니다. 모두가 행복해 하는 걸 보고 매우 만족했습니다. 호텔에서 제주흑돼지 맛집도 알려주셔서 맛있게 잘 먹고 올레시장투어도 하고 즐거운 시간이었습니다. 특히 한라산에 다녀온 후라서 온몸이 아팠는데 침대가 너무 좋아서 자고 나니 다 풀렸습니다.
아쉬웠던 점
 · 없습니다.","['빠레브', '위트', '오션', '넓다', '깨끗하다', '편안하다', '잠자리', '행복하다', '보고', '만족하다', '제주', '돼지', '맛집', '알다', '맛있다', '자다', '먹다', '레시', '투어', '즐겁다', '한라산', '다녀오다', '온몸', '아프다', '침대', '자고', '나니', '풀리다']",빠레브 위트 오션 넓다 깨끗하다 편안하다 잠자리 행복하다 보고 만족하다 제주 돼지 맛집 알다 맛있다 자다 먹다 레시 투어 즐겁다 한라산 다녀오다 온몸 아프다 침대 자고 나니 풀리다
488,호텔 빠레브 호텔,"좋았던 점
 · 5명이 숙박했는데 너무 넓고 깨끗하고 좋았어요.","['숙박', '넓다', '깨끗하다']",숙박 넓다 깨끗하다
489,호텔 빠레브 호텔,"좋았던 점
 · 방음 빼고 나머지 다
아쉬웠던 점
 · 위층인지 옆방인지 의자끄는 소리 떠드는 소리다 다 들렸음..","['방음', '빼다', '나머지', '위층', '옆방', '의자', '끄다', '소리', '떠들다', '소리', '들리다']",방음 빼다 나머지 위층 옆방 의자 끄다 소리 떠들다 소리 들리다
490,호텔 빠레브 호텔,"좋았던 점
 · 1.가까운 이마트
2. 급속충전 용이
맞은편 주민센터나 경기장에 전기차 급속충전기가 3곳 있어 편하게 충전함.
3.내부가 깔끔하고 어메니티 제대로 갖춤(칫솔제외)
4.하우스키핑히시는분 매우친절
아쉬웠던 점
 · 1. 주차불편
저녁에 들어가면 건물주차장 협소하여 50~100m 떨어진 임시주차장이나 길가에 주차해야 함","['가깝다', '이마트', '급속', '충전', '용이', '맞은편', '주민', '센터', '경기장', '전기차', '급속', '충전기', '편하다', '충전', '내부', '깔끔하다', '어메니티', '제대로', '갖추다', '칫솔', '제외', '하우스', '키핑', '친절', '주차', '불편', '저녁', '들어가다', '건물', '주차장', '협소하', '떨어지다', '임시', '주차장', '길가', '주차']",가깝다 이마트 급속 충전 용이 맞은편 주민 센터 경기장 전기차 급속 충전기 편하다 충전 내부 깔끔하다 어메니티 제대로 갖추다 칫솔 제외 하우스 키핑 친절 주차 불편 저녁 들어가다 건물 주차장 협소하 떨어지다 임시 주차장 길가 주차
491,호텔 빠레브 호텔,"아쉬웠던 점
 · 칫솔치약면도기는 개인지참이고 에어컨이 30분마다 꺼져서 계속 재 가동해줘야하는 부분 빼고는 괜찮았어요","['칫솔', '치약', '면도기', '개인', '차다', '에어컨', '꺼지다', '계속', '가동', '해주다', '야하다', '부분', '빼다', '괜찮다']",칫솔 치약 면도기 개인 차다 에어컨 꺼지다 계속 가동 해주다 야하다 부분 빼다 괜찮다
492,호텔 빠레브 호텔,"좋았던 점
 · 가성비가 정말 최고다
저렴한 가격에 숙소 아늑하고 청결하다
위치도 버스 이용하기 편하고 주변에 편의점, 마트 있을거 다 있다
사우나와 피트니스도 잘 갖춰져있어 여러모로 장점이 풍부했다
아쉬웠던 점
 · 없다","['가성', '정말', '최고다', '저렴하다', '가격', '숙소', '아늑하다', '청결하다', '위치', '버스', '이용', '편하다', '주변', '편의점', '마트', '사우나', '피트니스', '자다', '갖추다', '모로', '장점', '풍부하다']",가성 정말 최고다 저렴하다 가격 숙소 아늑하다 청결하다 위치 버스 이용 편하다 주변 편의점 마트 사우나 피트니스 자다 갖추다 모로 장점 풍부하다
493,호텔 빠레브 호텔,"좋았던 점
 · 빠레브도 한 세번쨰 오는 것 같아요. 근방에 유명한 빵집 채점석 베이커리도 있고 스벅도 있고 좋아요!
아쉬웠던 점
 · 없어요.","['빠레브', '세번', '오다', '근방', '유명하다', '빵집', '채점', '베이커리', '스벅']",빠레브 세번 오다 근방 유명하다 빵집 채점 베이커리 스벅
494,호텔 빠레브 호텔,"좋았던 점
 · 빠레브가 가격대비 편해서 벌써4번째 이용했네요 조식은 메뉴가 조금은 아쉽기도 했지만 전체적으로 만족 합니다
아쉬웠던 점
 · 아쉬운점은 욕실 세면대 안쪽테두리에 곰팡이가 있어서 불쾌 했었고 바퀴벌레도 한마리 잡았던것 화장대 밑으로 쓰레기가 있었던것~~제주에 갈때마다 빠레브를 이용했던1인으로써 청결~그부분이 좀 아쉬웠습니다","['빠레브', '가격', '대비', '편하다', '벌써', '이용', '조식', '메뉴', '기도', '전체', '만족', '욕실', '세면대', '안쪽', '테두리', '곰팡이', '불쾌', '바퀴벌레', '마리', '잡다', '화장', '쓰레기', '제주', '갈다', '빠레브', '이용', '청결', '부분']",빠레브 가격 대비 편하다 벌써 이용 조식 메뉴 기도 전체 만족 욕실 세면대 안쪽 테두리 곰팡이 불쾌 바퀴벌레 마리 잡다 화장 쓰레기 제주 갈다 빠레브 이용 청결 부분
495,호텔 빠레브 호텔,"좋았던 점
 · 깨끗 친절 위치
아쉬웠던 점
 · 조식 노노맛","['깨끗', '친절', '위치', '조식', '노노']",깨끗 친절 위치 조식 노노
496,호텔 빠레브 호텔,"좋았던 점
 · 전기차 무료 충전이 가능해서 좋았어요!
시부모님 모시고 갔는데 룸도 편하게 바꿔주셔서 감사했습니다 :) 조식 직원분들도 친절하셨어용
아쉬웠던 점
 · 가격에 비해 조식이 좀 부실한 느낌이에요!","['전기차', '무료', '충전', '가능하다', '시부모', '모시', '가다', '편하다', '바꾸다', '감사하다', '조식', '직원', '친절하다', '가격', '비다', '조식', '부실하다', '느낌']",전기차 무료 충전 가능하다 시부모 모시 가다 편하다 바꾸다 감사하다 조식 직원 친절하다 가격 비다 조식 부실하다 느낌
497,호텔 빠레브 호텔,"좋았던 점
 · 넓은 객실과 욕실, 편안한 침구, 근처 스타벅스와 이마트까지 가성비 최고의 호텔이네요.
아쉬웠던 점
 · 방에 담배냄새가 나서 놀랐어요~ 환기를 시키니 조금 나아졌지만 이용객들의 몰지각함이 문제인 듯 해요","['넓다', '객실', '욕실', '편안하다', '침구', '근처', '스타벅스', '이마트', '가성', '담배', '냄새', '나서다', '환기', '나아지다', '이용', '몰지각하다', '문제']",넓다 객실 욕실 편안하다 침구 근처 스타벅스 이마트 가성 담배 냄새 나서다 환기 나아지다 이용 몰지각하다 문제
498,호텔 빠레브 호텔,"좋았던 점
 · 조식이 깔끔하고 맛있었어요","['조식', '깔끔하다', '맛있다']",조식 깔끔하다 맛있다
499,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 깨끗하고 안락했어요..","['깨끗하다', '안락하다']",깨끗하다 안락하다
500,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 깔끔하고 좋았습니다.
아쉬웠던 점
 · 딱히 없음","['깔끔하다', '딱하다']",깔끔하다 딱하다
501,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 쾌적한 침구와 깔끔한 방이 여행의 피로를 풀어주었습니다.
1층 로비는 문이 열려있어 조금 더웠고, 로비에서 커피를 마실 수 있는 시설이 있었으면 더 좋았겠다는 생각이 들었어요. 
가격대비 아주 깨끗하고 훌륭한 곳이어서 편하게 잘 쉬다 갑니다.","['쾌적하다', '침구', '깔끔하다', '방이', '여행', '피로', '풀다', '로비', '열리다', '덥다', '로비', '커피', '말다', '시설', '생각', '들다', '가격', '대비', '아주', '깨끗하다', '훌륭하다', '편하다', '자다', '가다']",쾌적하다 침구 깔끔하다 방이 여행 피로 풀다 로비 열리다 덥다 로비 커피 말다 시설 생각 들다 가격 대비 아주 깨끗하다 훌륭하다 편하다 자다 가다
502,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 위치, 호텔의 깔끔함 모두다 만족입니다","['위치', '깔끔하다', '만족']",위치 깔끔하다 만족
503,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 가격도 좋았고 숙소도 깔끔했습니다. 바닷가랑 가까워서 산책하기 좋아요 묵었던 날에 단체손님이 있었던거같은데 방 배정을 잘해주셔서인지 소음은 없었습니다","['가격', '숙소', '깔끔하다', '바닷가', '가깝다', '산책', '묵다', '단체', '손님', '배정', '해주다', '인지', '소음']",가격 숙소 깔끔하다 바닷가 가깝다 산책 묵다 단체 손님 배정 해주다 인지 소음
504,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 조용하고 편했어요~","['조용하다', '편하다']",조용하다 편하다
505,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 출장이라 위치나 비용측면에서 좋았습니다.
아쉬웠던 점
 · 없습니다","['출장', '위치', '비용', '측면']",출장 위치 비용 측면
506,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 해수욕장이 가까워서 걸어서 갈 수 있습니다
숙소도 깨끗해서 편안하게 쉴 수 있었어요!","['해수욕장', '가깝다', '걸다', '갈다', '숙소', '깨끗하다', '편안하다', '쉬다']",해수욕장 가깝다 걸다 갈다 숙소 깨끗하다 편안하다 쉬다
507,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 가까워요
아쉬웠던 점
 · 로비에서 냄새가 났어요","['가깝다', '로비', '냄새', '나다']",가깝다 로비 냄새 나다
508,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 접근성좋구 삼양검음모래 해변이가까워
좋았어요~","['접근성', '양검', '음모', '해변', '가깝다']",접근성 양검 음모 해변 가깝다
509,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 생각보다 청결했어요 
다만 도로변이라 좀 시끄럽고 옆방손님이 밤새 텔레비젼을 틀어놔서 시끄러웠어요
아쉬웠던 점
 · 방음","['생각', '청결하다', '도로', '시끄럽다', '옆방', '손님', '밤새', '텔레비젼', '틀어놓다', '시끄럽다', '방음']",생각 청결하다 도로 시끄럽다 옆방 손님 밤새 텔레비젼 틀어놓다 시끄럽다 방음
510,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 제주도 동쪽 코스로 잡았는데.. 그 중심에있어서 해변가 위주로 돌아다니기 편했어요.
근처 300미터 안에 마트도있고 검은모래해변도있어서 나쁘지않았어요! 
쪼금 바다뷰가 안된건 아쉽","['제주도', '동쪽', '코스', '잡다', '중심', '해변', '위주', '돌아다니다', '편하다', '근처', '미터', '마트', '검다', '모래', '해변', '나쁘다', '쪼금', '바다', '안되다']",제주도 동쪽 코스 잡다 중심 해변 위주 돌아다니다 편하다 근처 미터 마트 검다 모래 해변 나쁘다 쪼금 바다 안되다
511,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 가격이 저렴해서 선택했을 뿐입니다.
아쉬웠던 점
 · 첫날 체크인 하기위해서 호텔에 들어섰는데 .. 프론트에 사람이 없는줄 알았습니다. 
자동문이 열리고 첫 방문이라 어느쪽이 프론트인지 몰라서 두리면 거렸는데 .... 아무도 안계시는줄 알았어요. 
프론트라고 적힌곳으로가서 아무도없나??? 자리를 잠시 비운건가해서 가까이 다가가니 앉아서 폰을 만지고 계셨더라구요.
안보였습니다. 
앉아있어도 사람이 보이도록 높이가 긴 의자를 배치해 주시던지.. 아니면 자동문이 열리면 한번 일어서서 쳐다봐 주시던지.. 
그것도 아니면 안녕하세요...라고 인사라도 한번 해 주셨으면 합니다. 
한쪽 구석에 앉아계시니 보이지도 .. 아무 소리도 들리지않아서 몰랐습니다. 
프론트 직원은 그 호텔의 첫이미지를 책임지는 자리라 생각합니다.","['가격', '저렴하다', '선택', '첫날', '체크', '위해', '들어서다', '프론트', '사람', '알다', '자동', '열리다', '방문', '프론트', '모르다', '두리', '거렸는데', '아무', '계시다', '알다', '프론트', '적히다', '서다', '아무', '자리', '비우다', '가하다', '가까이', '다가가다', '앉다', '지고', '계시다', '보이다', '앉다', '사람', '보이다', '높이', '기다', '의자', '배치', '주다', '자동', '열리다', '한번', '일어서다', '쳐다보다', '주다', '그것', '안녕하다', '인사', '한번', '주다', '한쪽', '구석', '앉다', '계시다', '보이지', '아무', '소리', '들리다', '모르다', '프론트', '직원', '이미지', '책임지다', '자리', '생각']",가격 저렴하다 선택 첫날 체크 위해 들어서다 프론트 사람 알다 자동 열리다 방문 프론트 모르다 두리 거렸는데 아무 계시다 알다 프론트 적히다 서다 아무 자리 비우다 가하다 가까이 다가가다 앉다 지고 계시다 보이다 앉다 사람 보이다 높이 기다 의자 배치 주다 자동 열리다 한번 일어서다 쳐다보다 주다 그것 안녕하다 인사 한번 주다 한쪽 구석 앉다 계시다 보이지 아무 소리 들리다 모르다 프론트 직원 이미지 책임지다 자리 생각
512,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 깨끗한 객실이 맘에듭니다
아쉬웠던 점
 · 주변편의시설이 아쉬웠습니다","['깨끗하다', '객실', '맘에듭니', '주변', '편의', '시설']",깨끗하다 객실 맘에듭니 주변 편의 시설
513,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 숙소가 깨끗해서 좋았어요
아쉬웠던 점
 · 아침에 식당 운영을 하지 않아 그게 좀 불편했어요~","['숙소', '깨끗하다', '아침', '식당', '운영', '그게', '불편하다']",숙소 깨끗하다 아침 식당 운영 그게 불편하다
514,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 그냥 그냥
아쉬웠던 점
 · 방에 도어락 건전지가 다 되어서 문이 안열리고 안잠김","['그냥', '그냥', '도어', '건전지', '되어다', '열리다', '잠기다']",그냥 그냥 도어 건전지 되어다 열리다 잠기다
515,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 가성비 완전 굳
아쉬웠던 점
 · 주차장 부족해서 근처에 세움","['가성', '완전', '굳다', '주차장', '부족하다', '근처', '세우다']",가성 완전 굳다 주차장 부족하다 근처 세우다
516,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 위치가 굉장히 좋음, 깔끔하고.. 스카이가든도 나름 매력적이었음 쫌만 잘 활용했으면!
아쉬웠던 점
 · 문 밖 소리가 넘 잘 들려요.... 심지어 옆 방 문 여는 소린데 내 방 소린줄 알고 깜짝깜짝 놀람","['위치', '굉장하다', '깔끔하다', '스카이', '가든', '나름', '매력', '적다', '자다', '활용', '소리', '넘다', '자다', '들다', '소리', '소린', '놀람']",위치 굉장하다 깔끔하다 스카이 가든 나름 매력 적다 자다 활용 소리 넘다 자다 들다 소리 소린 놀람
517,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 깨끗하고 주변경치도 좋고 아주 좋았어요","['깨끗하다', '주변', '경치', '아주']",깨끗하다 주변 경치 아주
518,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 다른곳은 호텔이라고하지만 항상 침대가 너무저렴이었어요.그런데 블랙샌즈는 침대가 더블치고 작다는 느낌은있지만 완전 호텔 침대느낌이었어요.침구가 살짝 미흡했지만..그래도 너무 맘에들었어요~또 이용할 의사있습니다.번창하세요~
아쉬웠던 점
 · 침구가 좀더 크고 포근했다면 완전 굿~","['항상', '침대', '저렴', '블랙샌즈', '침대', '더블', '작다', '느낌', '완전', '침대', '느끼다', '침구', '살짝', '미흡하다', '들다', '이용', '의사', '번창', '침구', '좀더', '크다', '포근하다', '완전']",항상 침대 저렴 블랙샌즈 침대 더블 작다 느낌 완전 침대 느끼다 침구 살짝 미흡하다 들다 이용 의사 번창 침구 좀더 크다 포근하다 완전
519,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 해수욕장이랑 가까웠어요!","['해수욕장', '가깝다']",해수욕장 가깝다
520,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 서비스부터 다 좋았습니다.
아쉬웠던 점
 · 없어요",['서비스'],서비스
521,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 가성비가 최고입니다.
직원들 친절하고 위치도 너무 좋았어요. 조용한데 해변이랑도 가깝고...
게다가 방 바닥이 카펫이 아닌 마루바닥이라 더욱 좋았어요.
아쉬웠던 점
 · 방 문이 잘 안닫혀서 힘 주고 끝까지 당겨야 했어요.
장마라 그런가.. 룸에서 꿉꿉한 냄새가 좀 났어요.
샤워가운의 부재.. 저희방만 없던 게 아니고 원래 없는거 맞죠?","['가성', '직원', '친절하다', '위치', '조용하다', '해변', '가깝다', '바닥', '카펫', '마루', '바닥', '더욱', '자다', '닫히다', '주다', '당기다', '장마', '런가', '꾸다', '꾸다', '냄새', '나다', '샤워', '가운', '부재', '방만', '원래', '맞다']",가성 직원 친절하다 위치 조용하다 해변 가깝다 바닥 카펫 마루 바닥 더욱 자다 닫히다 주다 당기다 장마 런가 꾸다 꾸다 냄새 나다 샤워 가운 부재 방만 원래 맞다
522,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 꽝 중국인 패키지모텔
아쉬웠던 점
 · 모두다","['중국인', '패키지', '모텔']",중국인 패키지 모텔
523,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 겉은 깨끗!!!
가격 착함
아쉬웠던 점
 · 조명이 어두워서 그런지 청소 상태가 불량...
침대 시트며 바닥이며 화장실이며 긴 머리카락이 넘 많아서 이 침대에서 자도 되는지 걱정 됨...
전체적으로 청소 불량","['깨끗', '가격', '착하다', '조명', '어둡다', '그렇다', '청소', '상태', '불량', '침대', '시트', '바닥', '화장실', '기다', '머리카락', '넘다', '많다', '침대', '자도', '걱정', '전체', '청소', '불량']",깨끗 가격 착하다 조명 어둡다 그렇다 청소 상태 불량 침대 시트 바닥 화장실 기다 머리카락 넘다 많다 침대 자도 걱정 전체 청소 불량
524,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 지리적 위치는 좋았어요
아쉬웠던 점
 · 방음이 매우 안되서 옆호실에서 문닫는 소리 화장실 소리 등이 너무 잘 들려서 불편했습니다.","['지리', '위치', '방음', '안되다', '호실', '닫다', '소리', '화장실', '소리', '자다', '들다', '불편하다']",지리 위치 방음 안되다 호실 닫다 소리 화장실 소리 자다 들다 불편하다
525,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 위치는 바닷가 근처라서 괜찮았음. 주변에 편의점도 있고 시끄럽지 않았지만 창문을 열어두니 차소리가 조금 신경쓰였음
아쉬웠던 점
 · 화장실에 타일 사이에 물때가 가득하고 바퀴벌레도 보고 화장실 슬리퍼도 없고, 물도 제대로 안빠짐. 베개 시트에도 얼룩이 묻어있고 전기 포트 위에는 먼지가 가득했음. 조명은 좀더 밝았으면 좋았겠다는 생각이듬. 두번은 숙박안할거임 전체적으로 청결도 최하,최악","['위치', '바닷가', '근처', '괜찮다', '주변', '편의점', '시끄럽다', '창문', '열다', '두다', '소리', '신경', '쓰이다', '화장실', '타일', '사이', '물때', '가득하다', '바퀴벌레', '보고', '화장실', '슬리퍼', '제대로', '빠지다', '베개', '시트', '얼룩', '묻다', '전기', '포트', '먼지', '가득하다', '조명', '좀더', '밝다', '생각', '이듬', '번은', '숙박', '전체', '청결', '최하', '최악']",위치 바닷가 근처 괜찮다 주변 편의점 시끄럽다 창문 열다 두다 소리 신경 쓰이다 화장실 타일 사이 물때 가득하다 바퀴벌레 보고 화장실 슬리퍼 제대로 빠지다 베개 시트 얼룩 묻다 전기 포트 먼지 가득하다 조명 좀더 밝다 생각 이듬 번은 숙박 전체 청결 최하 최악
526,호텔 블랙 샌즈 호텔 제주,"좋았던 점
 · 없음.
아쉬웠던 점
 · 환기시설이 없어
창문 열고 환기시켜야하는데
창문 열어도 공기가 안통해
객실문 열어야 공기가 순환됨.
차소리 심하게 시끄러움.","['환기', '시설', '창문', '열다', '환기', '창문', '어도', '공기', '통해', '객실', '열다', '공기', '순환', '소리', '심하다', '시끄럽다']",환기 시설 창문 열다 환기 창문 어도 공기 통해 객실 열다 공기 순환 소리 심하다 시끄럽다
